smiles,IC50_uM,pIC50,bin_activity,Standard Value,Standard Units,Standard Relation,Assay Organism,Target ChEMBL ID,Target Name,serotype
COc1cc(-c2cc(NC(=O)c3cc(F)cc4[nH]ncc34)cc3c2CNC3)ccn1,12.911,4.889040118875122,0,12911.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NC1CCOCC1)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,53.424,4.272263598289705,0,53424.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NCCC1CC1)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Br)c2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,14.995,4.824053529904454,0,14995.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cccc2nc(O)ccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(CN)cc1)NC(=O)c1ccccc1)B(O)O,0.784,6.105683937315561,1,784.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1ccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1CN,57.739,4.2385307420736344,0,57739.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3ccc(F)cc3)nc12,2.955,5.529442514782726,1,2955.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)(c1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(F)cc2[nH]1)S(C)(=O)=O,13.646,4.864994633056113,0,13646.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1ccccc1-c1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(F)cc2[nH]1,2.196,5.658367664221946,1,2196.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
NCc1ccc(-c2csc3cc(C(=O)Nc4ccc5c(c4)CNC5)ccc23)cc1,31.579,4.500601626745652,0,31579.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N#Cc1ccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)cc1,1.704,5.768530409569319,1,1704.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CNC3)c1)OCc1ccccc1,72.465,4.139871703457799,0,72465.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
NCc1ccc([C@H]2C[C@@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1,6.849,5.164372833790102,1,6849.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc([C@H]2C[C@@H]2c2cccc(C3CCNCC3)c2)c1)OCc1ccccc1,4.789,5.319755162957392,1,4789.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)c2[nH]ccc2c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cn1cc(CNC(=O)[C@H](Nc2ccc3c(c2)CNC3)c2cc(Cl)cc(C3CC3)c2)cn1,81.762,4.087448493697372,0,81762.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,2.225,5.652669984683049,1,2225.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cccc(-c2cnco2)c1,21.244,4.6727637072529005,0,21244.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,23.396,4.630858387308716,0,23396.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,13.371,4.873836111194161,0,13371.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc([C@H]2CN(Cc3ccccc3)C[C@@H]2c2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,6.031,5.219610671529047,1,6031.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Clc1ccc2[nH]cc(Cc3ccc(-c4nn[nH]n4)cc3)c2c1,44.119,4.355374339826673,0,44119.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N[C@H]1CC[C@H](c2ccc(NC(=O)c3cc(Cl)cc(NC(=O)OCc4ccccc4)c3)cc2)C1,5.841,5.233512793760306,1,5841.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CCNC3)c1)OCc1ccccc1,24.351,4.613483199313232,0,24351.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)(C)c1cc(Br)cc(C(=O)Nc2ccc3c(c2)CNC3)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CN1Cc2ccc(NC(=O)c3cc(Cl)cc4[nH]ncc34)cc2C1,92.766,4.032611169449525,0,92766.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CNC(=O)[C@H](Nc1cccc(CN)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,2.186,5.660349842386316,1,2186.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNCC2)c1cc(Cl)cc2[nH]ncc12,93.85,4.027565723042635,0,93850.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
C=CC[C@H]1NCc2cc(NC(=O)c3cc(Cl)cc4[nH]ncc34)ccc21,68.208,4.166164684696943,0,68208.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,6.161,5.210348791206591,1,6161.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc(-c2ccc3[nH]c(C(=O)O)cc3c2)c1)OCc1ccccc1,4.997,5.301290650557413,1,4997.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
NCCc1csc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3cccc(F)c3)nc12,2.73,5.563837352959244,1,2730.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
NCc1cccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,26.759,4.572530120448188,0,26759.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CNC(=O)[C@H](Nc1cc(CN)cc(C(=O)O)c1)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]c(=O)[nH]c12,21.547,4.6666131883404685,0,21547.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Cl)cc2[nH]1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1c(C(=O)Nc2cc(-c3cccnc3)ccn2)cc(C2CC2)n1C,6.221,5.206139798657331,1,6221.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Clc1cc(CNc2ccc3c(c2)CNC3)c2cn[nH]c2c1,42.234,4.374337784413108,0,42234.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,28.457,4.545810886125231,0,28457.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
NCc1cccc([C@H]2C[C@@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,7.852,5.105019709072032,1,7852.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(CN)cc1)NC(=O)c1ccccc1)B(O)O,0.98,6.008773924307505,1,980.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
C=CC[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(-c2nn[nH]n2)c1,6.43,5.191789027075778,1,6430.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cc[nH]c12,87.872,4.056149488779358,0,87872.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NC1CCOCC1)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,39.513,4.403259995527763,0,39513.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(=O)[nH]c12,40.81,4.3892334052267294,0,40810.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1ccc2c(C3=CCNCC3)csc2c1,54.442,4.264065928784477,0,54442.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,2.207,5.656197666838345,1,2207.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
COc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,3.719,5.429573821641028,1,3719.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1ccc2[nH]ccc2c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
NCCc1csc2cc(C(=O)Nc3cc([C@H]4CCOC4)ccn3)ccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
OCC#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,26.215,4.581450137950258,0,26215.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(Cl)cc3[nH]2)c1O,4.441,5.352519226826324,1,4441.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
COCCNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,63.358,4.198198540425395,0,63358.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CCOCCNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cn[nH]c12,41.87,4.37809703910877,0,41870.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C1Cc2c(cc(Br)cc2C(=O)Nc2ccc3c(c2)CNC3)N1,17.849,4.7483861104564085,0,17849.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,23.817,4.6231129433359515,0,23817.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3ccccc3)nc12,3.568,5.447575154295914,1,3568.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,26.162,4.5823290586748895,0,26162.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N#Cc1cccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)c1,2.307,5.636952405478906,1,2307.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
NCc1cccc(-c2csc3cc(C(=O)Nc4ccc5c(c4)CNC5)ccc23)c1,29.787,4.525973234584671,0,29787.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)c1nnc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)s1,10.818,4.965853022893954,0,10818.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cccc2c(C3CNC3)n[nH]c12,9.27,5.032920265855503,1,9270.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,1.495,5.825358807339551,1,1495.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)CNC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,12.111,4.916819995870023,0,12111.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1[nH]c2ccccc2c1CN1CCC(c2c[nH]c3ncccc23)CC1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2ccncc12,69.764,4.1563686265828705,0,69764.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,2.219,5.653842697767992,1,2219.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CNC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3ccccc3F)nc12,3.444,5.4629368572183825,1,3444.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Clc1cc([C@@H]2C[C@H]2c2cccc(C3CCNCC3)c2)c2cn[nH]c2c1,6.448,5.190574971202966,1,6448.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2c1CCC2,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]c(C(F)(F)F)cc12,31.764,4.498064812651027,0,31764.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2nn(-c3ccccc3)nc12,4.726,5.32550628270365,1,4726.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc2c(cc1Br)CNC2)c1cc(F)cc2[nH]ncc12,21.759,4.662361067818591,0,21759.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1ccc2[nH]cc(C3CCNCC3)c2c1,29.24,4.534022631714177,0,29240.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,7.062,5.151072286772922,1,7062.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C1Cc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,7.129,5.14697138528701,1,7129.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]ccc12,44.599,4.350674878941462,0,44599.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,2.447,5.6113660306482105,1,2447.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C1Cc2c(cc(F)cc2C(=O)Nc2ccc3c(c2)CNC3)N1,8.591,5.065956280964475,1,8591.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
C=CC[C@H]1NCc2cc(NC(=O)c3cccc4c3CC(=O)N4)ccc21,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C1Cc2c(cccc2C(=O)Nc2ccc3c(c2)CNC3)N1,14.233,4.846703550644695,0,14233.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2ccccc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1c(C(=O)Nc2cc(CCCN)ccn2)cc(C2CC2)n1C,34.474,4.462508322709204,0,34474.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,2.339,5.630969778190847,1,2339.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc([C@H](C#CCO)Nc2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,11.89,4.924818145381308,0,11890.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
c1cc(C2CCN(Cc3c[nH]c4ccccc34)CC2)c2ccncc2c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc([C@H]3C[C@H]3C(=O)O)c2)c1)OCc1ccccc1,22.619,4.645526599414188,0,22619.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc(-n3nn[nH]c3=O)c2)c1)OCc1ccccc1,10.524,4.977819160586335,0,10524.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
C=CC[C@H]1NCc2cc(NC(=O)c3cc(F)cc4[nH]ncc34)ccc21,32.342,4.490233127221613,0,32342.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C(F)(F)F)n1,10.399,4.983008421793795,0,10399.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cn1c(=O)[nH]c2c(C(=O)Nc3ccc4c(c3)CNC4)cc(Br)cc21,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CC(C)c1cc(Br)cc(C(=O)Nc2ccc3c(c2)CNC3)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CNC(=O)[C@H](Nc1cc(CN)cc(-c2nn[nH]n2)c1)c1cc(Cl)cc(C2CC2)c1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2c1CCC2,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)c1nccs1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccc(C(F)(F)F)cc2)cc1,1.634,5.786747947803604,1,1634.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(CN)cc1)NC(=O)c1ccccc1)B(O)O,0.819,6.086716098239582,1,819.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N#C[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,9.588,5.018271974638384,1,9588.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CNC(=O)[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(-c2nn[nH]n2)c1,40.376,4.39387670827437,0,40376.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
CCc1cc(C(=O)Nc2cccc(-n3nn[nH]c3=O)c2)sc1-c1ccc(Cl)cc1,11.902,4.924380054071224,0,11902.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,93.692,4.0282974902667785,0,93692.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
C=CC[C@H]1NCc2cc(N[C@H](C(=O)NC(C)C)c3cc(Cl)cc4[nH]ncc34)ccc21,55.092,4.258911461186354,0,55092.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cc(Br)cc2[nH]c(-c3ccccc3)nc12,1.475,5.831207979685818,1,1475.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cc1c(C(=O)Nc2cc([C@H]3CCOC3)ccn2)cc(C2CC2)n1C,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cn1cc(CCc2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(Cl)cc3[nH]2)cn1,23.708,4.62510508143302,0,23708.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
Cn1cc2cc(Cl)cc(C(=O)Nc3ccc4c(c3)CNC4)c2n1,99.5,4.002176919254275,0,99500.0,nM,'>',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C1Cc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,5.441,5.264321274094096,1,5441.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
O=C(Nc1ccc2c(c1)CNC2)c1cccc2cn[nH]c12,37.269,4.428652260058297,0,37269.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
N#Cc1cc2c(cc1NC(=O)c1cc(F)cc3[nH]ncc13)CNC2,5.39,5.268411234813262,1,5390.0,nM,'=',dengue virus type 3,CHEMBL5705863,NS3 protease,3
